label,label_name,new_device,unusual_location,impossible_travel,used_vpn,credentials_breached,failed_logins,beneficiary_age_min,amount,amount_fraction
0,legit,0,0,0,1,0,0,25936.33,6405.89,0.1501
1,fraud,1,1,1,0,0,0,3228.04,61212.97,0.8308
0,legit,0,0,0,0,0,0,254.45,93932.5,0.5752
1,fraud,1,1,1,0,0,0,16.19,66023.27,0.5379
0,legit,0,1,0,0,0,0,633.91,18954.36,0.1158
1,fraud,0,0,1,0,0,0,108.23,17897.79,0.1421
0,legit,0,0,0,0,0,0,32671.14,11041.38,0.0754
1,fraud,1,1,0,0,0,0,57.75,6281.41,0.2031
0,legit,0,0,0,0,0,0,11917.8,15624.58,0.0817
1,fraud,1,1,0,1,1,1,12.92,127657.09,0.8806
0,legit,0,0,0,1,0,0,24111.66,4556.74,0.0426
1,fraud,1,1,0,0,1,0,97.42,65334.35,0.5435
0,legit,0,0,0,1,0,0,26943.55,59115.47,0.3813
1,fraud,1,1,0,1,1,1,32.97,84733.32,0.8387
0,legit,0,0,0,1,0,0,1037.52,4021.36,0.0628
1,fraud,1,1,1,1,0,0,1142.86,99300.48,0.7709
0,legit,0,0,0,1,0,0,979.19,84969.9,0.5338
1,fraud,0,1,1,0,0,3,20.05,130923.89,0.7799
0,legit,0,0,0,0,1,0,935.71,12649.53,0.135
1,fraud,1,1,0,1,1,3,9.73,92035.21,0.9306
0,legit,0,0,1,0,0,1,436.71,36453.92,0.2157
1,fraud,1,0,1,1,0,1,42.79,59241.4,0.46
0,legit,0,0,0,0,1,0,1363.45,6643.51,0.1071
1,fraud,0,0,1,1,1,1,4890.17,6587.27,0.0801
0,legit,0,0,0,0,0,0,23666.3,8098.57,0.0558
1,fraud,1,1,0,1,1,0,42.49,68668.27,0.9961
0,legit,0,0,0,0,1,0,31502.62,28697.55,0.149
1,fraud,1,1,0,1,0,1,1.27,66481.19,0.5292
0,legit,0,1,0,0,0,0,1279.58,18409.45,0.0972
1,fraud,1,1,0,1,0,1,651.88,174968.85,0.8844
0,legit,0,1,0,0,0,0,42072.43,8788.57,0.2391
1,fraud,1,1,0,0,1,1,567.35,121235.34,0.9268
0,legit,0,0,0,0,0,0,32106.99,29572.81,0.6793
1,fraud,1,1,0,1,1,2,18.84,15549.86,0.2856
0,legit,0,0,0,0,0,1,129.95,65772.37,0.4493
1,fraud,0,1,0,0,1,1,23.77,179288.5,0.9703
0,legit,1,0,0,0,0,2,1126.57,1226.13,0.0476
1,fraud,1,1,0,0,1,3,20.89,108030.08,0.8095
0,legit,0,0,0,0,1,0,14744.61,107704.92,0.6288
1,fraud,1,1,1,1,1,2,429.36,8792.17,0.0648
0,legit,0,0,0,0,1,0,27247.48,82883.56,0.629
1,fraud,1,1,1,0,1,0,2798.29,3960.11,0.1943
0,legit,0,0,0,0,0,0,10173.18,1434.38,0.0649
1,fraud,1,1,1,0,1,1,4547.19,65134.61,0.4747
0,legit,0,0,0,0,0,0,11264.46,1215.43,0.0412
1,fraud,1,1,0,1,1,1,1768.04,103064.9,0.5249
0,legit,0,1,0,0,0,0,20655.21,19742.59,0.3432
1,fraud,1,1,0,0,1,1,39.68,38632.83,0.4502
0,legit,1,0,0,0,0,0,19813.9,15509.69,0.1039
1,fraud,1,1,0,0,0,0,1368.2,40618.3,0.2986
0,legit,0,0,0,0,0,0,14081.7,26317.99,0.3933
1,fraud,1,1,1,0,1,0,47.91,80333.32,0.599
0,legit,0,0,0,0,0,0,41552.65,21232.25,0.1172
1,fraud,1,1,1,0,1,0,2151.86,70670.57,0.4172
0,legit,1,0,0,0,0,0,15975.45,427.54,0.0111
1,fraud,1,1,0,0,1,0,38.86,71058.6,0.9849
0,legit,0,1,0,0,0,0,42039.96,29454.68,0.2032
1,fraud,1,1,1,1,0,2,5074.93,110404.04,0.9558
0,legit,1,0,0,0,0,0,41199.79,290.87,0.0115
1,fraud,1,0,1,1,1,0,2899.94,46167.61,0.8263
0,legit,0,0,0,0,0,0,43001.55,18515.03,0.1239
1,fraud,1,1,1,1,1,0,27.37,157791.66,0.9323
0,legit,0,0,0,0,0,0,4517.6,52101.65,0.4036
1,fraud,0,0,1,1,1,2,1007.43,137188.52,0.9601
0,legit,0,0,0,1,1,0,34768.63,25.43,0.0001
1,fraud,1,0,0,1,1,1,11.2,53954.4,0.7345
0,legit,0,0,0,0,0,0,0.57,6188.22,0.0405
1,fraud,1,1,0,0,1,1,389.68,101379.85,0.8942
0,legit,0,0,0,0,0,1,37077.61,13770.58,0.2598
1,fraud,1,0,0,1,0,1,5194.54,13629.27,0.6022
0,legit,0,1,0,0,0,0,4392.65,12766.91,0.2459
1,fraud,1,0,0,1,0,3,57.02,35495.34,0.5049
0,legit,0,0,0,0,1,0,6684.13,26828.27,0.5735
1,fraud,1,0,0,1,1,1,699.05,78603.77,0.7004
0,legit,0,0,0,0,0,0,41607.42,11409.95,0.1892
1,fraud,1,1,1,0,0,1,57.6,164508.75,0.8561
0,legit,0,0,0,0,0,0,15487.64,10430.67,0.0633
1,fraud,1,1,0,0,1,0,15.6,31641.69,0.2448
0,legit,0,0,0,0,0,0,29645.13,19388.82,0.2499
1,fraud,1,1,0,0,1,0,16.65,116116.41,0.6426
0,legit,0,0,0,0,0,0,665.37,4545.45,0.0589
1,fraud,1,1,1,1,1,2,951.7,96991.74,0.5807
0,legit,1,0,0,0,0,0,16117.09,3179.57,0.0565
1,fraud,1,0,0,1,0,0,25.06,92514.01,0.7408
0,legit,0,0,0,0,0,0,17662.92,9389.33,0.0596
1,fraud,1,1,0,1,0,1,661.84,10311.33,0.2301
0,legit,0,0,0,1,0,0,2331.47,26350.38,0.1688
1,fraud,0,1,0,1,0,1,17.74,163770.93,0.8966
0,legit,0,0,0,1,0,0,1049.81,495.39,0.0087
1,fraud,1,0,0,0,1,0,2070.75,26269.26,0.8562
0,legit,0,0,0,0,0,0,41017.96,24834.17,0.2212
1,fraud,1,1,1,0,0,1,58.22,188614.4,0.9903
0,legit,0,0,0,1,0,0,12113.75,1974.71,0.0132
1,fraud,1,0,1,1,0,1,449.94,27388.7,0.4692
0,legit,0,0,0,0,0,0,23912.34,18009.56,0.1681
1,fraud,1,0,1,1,1,0,4.59,13171.75,0.4933
0,legit,0,0,0,0,0,0,5964.12,8619.34,0.0437
1,fraud,0,0,0,1,1,0,13.84,129575.24,0.9817
0,legit,0,1,0,0,0,0,515.51,1276.95,0.04
1,fraud,1,1,0,0,1,1,1031.54,6140.69,0.1306
0,legit,1,1,0,1,0,0,35266.16,911.51,0.0046
1,fraud,0,0,0,0,0,0,30.8,44157.76,0.5068
0,legit,0,0,0,0,0,0,157.14,8171.91,0.0424
1,fraud,0,1,1,1,0,0,4164.27,154760.25,0.8676
0,legit,0,0,0,0,1,0,24066.52,2439.79,0.0609
1,fraud,1,1,1,0,1,3,2074.07,58654.29,0.6173
0,legit,0,0,0,0,0,0,1388.71,13151.25,0.18
1,fraud,1,1,0,1,1,1,5.35,139239.48,0.7066
0,legit,0,0,0,0,0,0,1311.74,3920.47,0.0976
1,fraud,0,0,1,0,1,0,551.14,115854.19,0.8775
0,legit,0,0,0,0,0,0,7693.16,5593.5,0.0317
1,fraud,1,0,0,1,1,0,571.64,65693.04,0.6793
0,legit,0,0,0,0,0,0,7851.29,8874.17,0.0769
1,fraud,1,1,0,1,1,2,54.91,13921.06,0.254
0,legit,1,0,0,0,0,1,1390.87,101713.24,0.5903
1,fraud,1,0,0,1,1,0,4233.61,85146.81,0.7095
0,legit,0,0,0,0,0,0,36988.86,30095.95,0.1663
1,fraud,1,0,0,1,0,1,59.89,16161.51,0.086
0,legit,0,0,0,0,0,0,1238.06,2386.8,0.1164
1,fraud,1,1,1,0,1,1,654.56,93849.08,0.7433
0,legit,0,0,0,0,0,0,31709.23,24159.59,0.5499
1,fraud,1,1,1,0,0,2,1328.47,12328.71,0.09
0,legit,0,0,0,0,0,1,24505.65,9203.0,0.0621
1,fraud,1,1,0,1,0,2,30.5,85325.57,0.9237
0,legit,0,0,0,0,0,0,5787.54,6154.32,0.126
1,fraud,1,1,0,0,1,0,92.99,45370.75,0.272
0,legit,1,0,0,0,0,0,28321.59,40896.59,0.2151
1,fraud,0,1,1,0,1,0,357.55,15358.91,0.5715
0,legit,0,0,0,0,1,0,15196.15,24252.37,0.2876
1,fraud,1,0,0,0,1,0,31.94,90837.92,0.5194
0,legit,0,0,0,0,0,0,33528.41,16772.57,0.1077
1,fraud,1,1,1,1,0,2,1058.06,23322.54,0.1172
0,legit,1,0,0,1,0,0,858.06,37452.42,0.2318
1,fraud,1,0,0,1,0,2,5378.1,45257.73,0.5097
0,legit,0,0,0,0,0,0,21221.69,5987.99,0.0379
1,fraud,1,1,0,0,0,0,0.86,114637.17,0.9813
0,legit,0,1,0,1,1,0,1367.71,20544.01,0.1219
1,fraud,1,1,0,1,1,1,631.59,62657.08,0.8105
0,legit,0,1,0,0,0,0,6701.29,27423.77,0.5032
1,fraud,1,0,0,0,1,0,58.38,7323.76,0.0554
0,legit,0,0,0,0,0,0,34799.41,5351.78,0.1262
1,fraud,1,1,0,0,1,1,543.11,13509.15,0.0868
0,legit,1,0,0,0,0,0,1432.39,16831.21,0.4541
1,fraud,1,1,1,0,1,1,49.7,124881.66,0.6693
0,legit,0,0,0,0,0,0,15046.24,1065.61,0.0463
1,fraud,1,1,1,1,1,0,1199.19,36005.22,0.6169
0,legit,0,0,0,0,0,0,29916.47,21551.43,0.5875
1,fraud,1,0,0,1,1,2,2654.25,40724.56,0.297
0,legit,1,0,0,1,0,0,32040.59,1710.8,0.0538
1,fraud,1,1,1,0,0,0,35.38,191576.54,0.969
0,legit,0,0,0,1,0,0,149.21,38340.79,0.5634
1,fraud,1,1,1,0,1,1,41.73,26934.6,0.1429
0,legit,0,0,0,1,0,0,732.95,81705.02,0.6879
1,fraud,1,0,0,1,1,1,221.05,30081.46,0.4898
0,legit,0,0,0,0,0,0,1071.27,20074.04,0.1146
1,fraud,1,0,1,0,1,0,1901.91,31568.28,0.7086
0,legit,0,0,0,0,0,0,39303.17,19836.72,0.1104
1,fraud,1,1,0,0,1,2,1130.48,157349.4,0.9681
0,legit,0,0,0,0,1,0,450.11,9829.08,0.1553
1,fraud,1,1,0,0,0,0,5089.4,68112.95,0.4419
0,legit,0,0,0,1,0,0,28810.29,23402.91,0.1397
1,fraud,1,1,0,0,0,3,41.72,61900.21,0.5953
0,legit,0,0,0,0,0,0,804.64,2613.73,0.1265
1,fraud,1,1,0,1,0,0,1366.75,36240.4,0.417
0,legit,1,0,0,1,0,0,29759.16,7141.5,0.0844
1,fraud,1,0,1,1,0,1,16.61,15676.75,0.636
0,legit,0,0,0,0,0,1,1335.83,26148.11,0.1777
1,fraud,0,1,0,0,1,0,1524.6,11300.97,0.076
0,legit,0,0,0,0,1,0,14909.3,18502.88,0.3108
1,fraud,1,0,0,0,1,1,13.82,70730.57,0.5658
0,legit,0,0,0,1,0,0,6913.56,69661.62,0.5339
1,fraud,1,1,0,0,1,0,46.36,1554.99,0.0551
0,legit,0,0,0,0,0,0,31936.37,49520.51,0.2653
1,fraud,1,0,0,0,0,0,44.48,141405.95,0.9857
0,legit,0,0,0,1,0,1,36739.89,34098.38,0.2075
1,fraud,1,1,1,1,1,0,55.86,147279.61,0.9736
0,legit,1,0,0,0,0,0,24151.22,21864.84,0.1803
1,fraud,1,0,0,1,1,1,11.03,30171.5,0.5985
0,legit,0,0,0,0,0,0,11442.83,1143.61,0.0087
1,fraud,1,1,1,0,1,0,56.9,29449.76,0.9529
0,legit,0,0,0,1,0,0,333.56,8790.85,0.0663
1,fraud,1,0,1,0,1,1,709.67,106426.36,0.7714
0,legit,0,0,0,1,0,0,37.55,3181.07,0.027
1,fraud,1,1,0,0,1,1,55.28,87852.95,0.5459
0,legit,0,0,0,0,0,0,346.83,1952.0,0.0121
1,fraud,1,1,1,0,1,1,22.53,118050.25,0.6996
0,legit,0,0,0,0,0,0,16715.84,1793.33,0.0126
1,fraud,1,1,0,0,1,1,1366.9,31749.86,0.609
0,legit,0,0,0,0,0,0,7056.48,11981.98,0.1405
1,fraud,1,0,0,1,1,0,5239.71,81592.67,0.6229
0,legit,0,0,0,0,0,0,34652.89,21520.35,0.1708
1,fraud,1,1,1,1,0,1,10.22,13471.48,0.0675
0,legit,0,0,0,0,0,0,491.65,10396.6,0.3567
1,fraud,1,1,1,1,1,0,1221.99,27726.84,0.6476
0,legit,1,0,0,0,0,0,352.52,23961.18,0.1267
1,fraud,1,0,0,0,0,1,5579.12,145510.27,0.8955
0,legit,0,0,0,0,0,0,1254.81,77591.81,0.5014
1,fraud,0,1,1,1,1,1,133.7,136049.69,0.9085
0,legit,0,0,0,0,0,0,9814.08,5452.35,0.1226
1,fraud,1,1,0,1,0,1,23.7,40060.47,0.5905
0,legit,0,0,0,0,0,0,38732.29,13936.59,0.1081
1,fraud,1,0,1,1,1,3,734.85,162435.65,0.877
0,legit,0,0,0,0,0,0,581.46,18407.3,0.156
1,fraud,1,0,0,0,1,1,735.88,74893.05,0.6174
0,legit,0,1,0,0,0,0,41599.9,10672.97,0.0538
1,fraud,1,0,1,0,0,0,703.07,97930.03,0.8341
0,legit,0,0,0,0,0,0,18255.82,21.85,0.0002
1,fraud,1,1,0,1,0,0,37.76,17367.57,0.1558
0,legit,1,0,0,0,0,0,610.46,20219.5,0.1473
1,fraud,1,1,1,1,1,0,2589.82,104075.62,0.5326
0,legit,0,0,0,1,0,0,7281.67,239.43,0.0017
1,fraud,1,1,0,0,0,1,296.07,179499.56,0.8979
0,legit,0,0,0,0,0,0,834.67,16809.3,0.1275
1,fraud,1,1,1,1,0,1,2444.52,63510.63,0.6403
0,legit,0,0,0,1,0,0,20521.66,20792.18,0.1913
1,fraud,1,0,0,0,1,2,5.56,90154.07,0.7831
0,legit,0,0,0,0,0,0,31136.77,54125.9,0.3035
1,fraud,1,0,0,1,1,1,1319.37,139527.78,0.7623
0,legit,1,1,0,0,0,0,15002.44,8160.15,0.0699
1,fraud,1,0,0,0,1,0,57.79,56622.57,0.9666
0,legit,0,0,0,0,0,0,266.32,13813.18,0.0868
1,fraud,1,0,0,0,0,0,3463.53,60550.97,0.6364
0,legit,0,0,0,0,0,0,598.92,49634.66,0.5532
1,fraud,1,1,1,1,0,0,6.97,117429.9,0.8606
0,legit,0,0,1,0,0,0,23820.23,43362.08,0.6861
1,fraud,1,1,1,0,1,1,4780.24,124059.65,0.9573
0,legit,0,0,0,0,0,0,3569.21,12547.24,0.0757
1,fraud,0,0,0,0,0,2,58.87,28518.57,0.2401
0,legit,0,0,0,0,0,0,10124.98,12704.98,0.09
1,fraud,1,1,0,0,1,0,1423.7,20422.84,0.2406
0,legit,0,0,0,1,0,0,3927.68,22.55,0.0007
1,fraud,1,1,0,0,0,0,1229.55,94762.15,0.5055
0,legit,0,0,0,0,0,1,1463.14,15993.13,0.1358
1,fraud,1,1,0,0,1,2,5.94,82175.89,0.7066
0,legit,0,0,0,1,0,0,19739.98,105091.57,0.5979
1,fraud,1,0,1,0,0,0,1338.13,65653.63,0.9748
0,legit,0,0,0,0,0,0,42713.29,25919.5,0.1435
1,fraud,1,0,1,1,0,1,45.28,85242.2,0.6387
0,legit,0,0,0,0,0,0,28605.55,8516.18,0.1763
1,fraud,1,1,1,0,0,1,4377.07,35954.51,0.4339
0,legit,0,0,0,0,0,0,10492.38,14924.97,0.135
1,fraud,1,0,0,0,1,0,57.96,51239.11,0.9941
0,legit,0,0,0,0,0,0,402.24,105676.95,0.6397
1,fraud,0,1,1,1,1,1,44.56,22527.47,0.1501
0,legit,0,0,0,0,0,0,1031.28,6470.85,0.0389
1,fraud,1,0,0,1,1,0,50.12,100257.48,0.581
0,legit,0,0,0,1,0,0,36127.28,5401.57,0.0288
1,fraud,1,1,1,1,1,2,49.46,34612.89,0.4604
0,legit,1,0,0,0,1,0,33440.26,4898.71,0.0861
1,fraud,0,1,1,1,1,1,256.14,159291.95,0.877
0,legit,1,0,1,0,1,0,1078.64,14682.92,0.1086
1,fraud,1,1,1,1,1,1,10.81,118574.45,0.7357
0,legit,0,0,0,0,0,0,438.55,20642.4,0.1905
1,fraud,1,1,0,0,1,1,580.31,79733.18,0.8078
0,legit,1,0,0,0,0,0,31437.74,3943.18,0.0761
1,fraud,1,0,1,0,1,1,1555.86,107283.35,0.6107
0,legit,0,0,0,0,0,0,282.08,584.72,0.0039
1,fraud,1,1,0,0,1,1,16.69,41010.03,0.5246
0,legit,1,0,0,0,0,0,863.92,18279.09,0.1094
1,fraud,1,1,0,1,1,0,541.41,133923.57,0.685
0,legit,0,0,0,0,0,0,26473.71,18714.11,0.1231
1,fraud,1,1,1,1,0,1,19.19,11283.24,0.5443
0,legit,1,0,0,0,1,0,17192.95,23480.61,0.1185
1,fraud,1,1,1,0,1,0,993.14,28120.87,0.2755
0,legit,1,1,0,0,0,0,442.9,55913.87,0.3394
1,fraud,1,1,0,1,0,1,54.21,65045.16,0.6546
0,legit,1,1,0,0,0,0,27458.05,7754.48,0.0471
1,fraud,1,1,0,1,0,2,55.05,16011.04,0.6307
0,legit,0,1,0,0,0,0,835.51,21103.09,0.1791
1,fraud,1,1,0,1,1,3,6.1,7898.22,0.0652
0,legit,0,1,0,0,0,1,1214.08,109703.95,0.5992
1,fraud,1,0,0,1,1,0,46.9,48536.21,0.4524
0,legit,0,0,0,0,0,0,344.77,28534.15,0.1515
1,fraud,1,1,1,1,0,2,52.41,29160.06,0.4908
0,legit,0,0,1,0,0,0,28219.5,41696.62,0.227
1,fraud,1,1,1,0,0,2,24.14,135948.69,0.7051
0,legit,0,0,0,0,0,1,451.2,14299.85,0.1562
1,fraud,1,1,1,1,1,1,57.96,169132.1,0.921
0,legit,0,1,0,0,0,0,1019.41,21399.21,0.1392
1,fraud,1,1,0,1,0,1,9.78,37659.88,0.2596
0,legit,0,0,0,0,0,0,1703.85,9866.83,0.0767
1,fraud,1,0,0,0,1,1,853.47,50542.59,0.4516
0,legit,0,0,0,0,0,2,13827.04,925.59,0.0297
1,fraud,1,1,1,1,1,0,11.01,47659.85,0.6191
0,legit,0,0,0,0,0,0,1030.24,104559.01,0.5337
1,fraud,1,1,0,0,1,0,785.1,147736.59,0.8892
0,legit,1,0,0,0,0,0,35061.26,3942.1,0.0646
1,fraud,1,0,0,0,0,1,2213.94,19031.75,0.5764
0,legit,0,0,0,0,0,0,1127.05,12973.13,0.0764
1,fraud,1,0,1,1,1,1,32.37,97913.29,0.7004
0,legit,0,0,0,0,0,0,28239.61,15616.41,0.0809
1,fraud,1,0,0,0,0,0,1307.06,51425.54,0.8319
0,legit,0,1,0,0,0,0,35123.77,8678.05,0.1238
1,fraud,1,1,0,0,1,0,32.85,15242.57,0.2497
0,legit,0,0,0,0,0,0,8012.08,8825.76,0.1684
1,fraud,1,0,0,1,0,1,29.49,10805.72,0.0776
0,legit,0,0,0,1,0,0,3990.84,28670.21,0.1822
1,fraud,0,1,0,1,1,0,20.29,9564.03,0.0555
0,legit,1,0,0,0,0,0,2169.96,25781.41,0.1685
1,fraud,1,1,0,0,0,1,14.3,76977.04,0.652
0,legit,1,0,1,0,0,1,3756.2,15597.6,0.2127
1,fraud,1,0,0,1,0,1,2642.28,122069.36,0.6121
0,legit,0,0,0,1,0,0,24092.76,663.13,0.004
1,fraud,1,0,0,0,1,1,4546.97,32896.38,0.8799
0,legit,0,0,0,0,0,0,18263.13,11217.54,0.0788
1,fraud,1,0,0,1,0,0,133.11,74999.84,0.6515
0,legit,0,0,0,0,0,0,144.83,3955.14,0.0539
1,fraud,1,0,0,0,0,0,4515.05,11929.79,0.2638
0,legit,0,0,0,0,0,0,1664.58,7262.93,0.0485
1,fraud,1,1,1,1,1,0,594.55,104163.77,0.829
0,legit,0,0,0,0,1,0,165.54,40410.19,0.2217
1,fraud,0,0,0,0,1,0,3160.41,89220.18,0.531
0,legit,0,0,0,0,0,0,195.0,8249.52,0.0963
1,fraud,1,0,1,0,1,0,55.88,79757.94,0.6198
0,legit,0,0,0,0,0,0,37634.5,30414.28,0.4542
1,fraud,1,1,0,1,0,1,32.38,24058.92,0.1487
0,legit,0,1,0,0,0,0,493.62,4797.85,0.1014
1,fraud,1,1,0,0,1,1,26.84,21450.33,0.4655
0,legit,0,0,0,0,0,0,25622.37,3725.91,0.1539
1,fraud,1,1,1,1,1,1,891.91,154757.93,0.9331
0,legit,0,0,0,0,1,2,405.41,5037.02,0.0418
1,fraud,1,1,0,1,0,1,321.18,63152.0,0.5802
0,legit,0,0,0,0,0,0,732.48,4022.08,0.1093
1,fraud,1,1,0,0,0,3,408.13,32989.05,0.8625
0,legit,0,0,0,0,0,0,13276.79,13426.49,0.1696
1,fraud,1,1,0,1,1,1,20.39,68470.07,0.8872
0,legit,0,0,0,0,0,0,737.07,73411.77,0.6735
1,fraud,0,1,1,1,0,0,34.93,31326.93,0.5377
0,legit,0,0,0,0,0,0,789.84,4002.64,0.1334
1,fraud,1,1,0,1,1,0,37.32,64918.33,0.4713
0,legit,0,0,0,0,0,0,700.05,544.24,0.0144
1,fraud,1,1,1,1,1,3,7.72,96933.61,0.5684
0,legit,0,0,0,0,0,0,34531.41,56401.62,0.3207
1,fraud,1,1,0,1,0,1,4435.09,85779.93,0.4946
0,legit,0,0,0,0,0,0,1141.49,4940.15,0.1206
1,fraud,1,1,1,0,1,2,50.79,92743.18,0.8324
0,legit,0,0,0,0,0,0,321.93,19699.2,0.1552
1,fraud,1,0,0,0,0,1,1353.65,103456.14,0.9007
0,legit,0,0,0,0,0,0,764.95,4383.61,0.059
1,fraud,1,1,0,1,0,2,58.73,103956.8,0.9457
0,legit,0,0,0,0,0,0,26605.97,1056.52,0.0141
1,fraud,1,1,1,0,0,1,5563.71,14231.13,0.5423
0,legit,0,0,0,0,0,0,6328.39,2681.63,0.1124
1,fraud,1,1,1,0,1,0,19.36,12066.49,0.1069
0,legit,0,0,0,0,1,1,631.33,25574.76,0.2054
1,fraud,1,1,1,1,1,0,32.55,83947.22,0.6757
0,legit,0,0,0,0,0,0,7143.66,14366.6,0.5374
1,fraud,1,1,1,1,1,0,4547.85,51563.88,0.2803
0,legit,0,0,0,0,0,0,35727.95,22109.49,0.1374
1,fraud,1,1,1,0,1,0,34.88,4434.19,0.0515
0,legit,0,1,0,0,0,0,588.24,17887.27,0.111
1,fraud,0,0,0,0,1,0,4237.02,42503.28,0.4325
0,legit,0,0,0,1,0,0,13.72,55.16,0.0009
1,fraud,1,0,0,0,1,0,2498.89,37423.86,0.207
0,legit,0,0,0,0,0,0,40958.37,4352.21,0.0323
1,fraud,0,1,0,1,0,1,18.28,36367.29,0.4786
0,legit,0,0,0,0,0,0,612.43,83731.83,0.607
1,fraud,1,1,0,0,1,1,4910.29,30178.6,0.7109
0,legit,0,0,0,0,0,0,1169.91,91645.11,0.4967
1,fraud,1,0,0,1,0,0,3999.96,6397.64,0.2406
0,legit,0,0,0,0,1,0,24020.67,4133.79,0.0949
1,fraud,1,0,0,0,1,1,34.2,173146.28,0.9573
0,legit,0,0,0,0,0,0,41820.31,36489.05,0.5725
1,fraud,1,1,0,1,1,0,4447.47,75448.22,0.6848
0,legit,0,1,0,0,0,0,959.72,21677.1,0.4801
1,fraud,1,1,1,0,1,0,2421.63,12150.07,0.0682
0,legit,0,0,0,0,0,0,28709.18,12364.85,0.1546
1,fraud,0,1,1,1,1,3,11.79,133834.56,0.6905
0,legit,0,0,0,0,0,0,35296.27,20221.14,0.1676
1,fraud,0,0,1,1,1,0,1076.81,112277.24,0.9254
0,legit,0,0,0,1,0,0,8508.18,3741.33,0.0652
1,fraud,0,0,1,1,0,0,6.53,11764.6,0.093
0,legit,0,0,0,0,0,0,161.02,18901.13,0.1231
1,fraud,1,1,1,1,1,0,246.13,42441.35,0.6694
0,legit,1,0,0,0,0,0,11831.53,6587.48,0.0541
1,fraud,0,0,0,1,1,3,2370.96,48358.57,0.8919
0,legit,0,0,0,0,0,0,31106.5,21640.66,0.161
1,fraud,1,1,1,0,0,0,1066.27,97955.7,0.4996
0,legit,0,0,0,0,0,0,20083.34,2079.24,0.0327
1,fraud,1,0,1,1,1,1,34.49,147802.8,0.8053
0,legit,0,0,0,1,0,0,20488.95,9055.61,0.157
1,fraud,1,1,1,1,1,2,43.63,37720.97,0.7521
0,legit,0,0,0,0,0,0,4241.74,9009.05,0.0853
1,fraud,1,1,0,0,1,2,40.16,16196.96,0.7746
0,legit,0,0,0,1,0,0,1175.25,35106.33,0.4417
1,fraud,1,1,1,1,1,2,5594.53,65681.26,0.8815
0,legit,0,0,0,0,0,0,32171.51,15048.35,0.1149
1,fraud,0,1,0,0,0,0,22.67,86041.09,0.5241
0,legit,0,0,0,0,0,0,32289.69,26927.54,0.4655
1,fraud,1,1,1,0,1,2,845.68,163498.64,0.937
0,legit,0,0,0,1,0,0,27668.25,762.38,0.0349
1,fraud,1,1,1,0,0,0,4.9,78042.64,0.9425
0,legit,0,0,0,0,0,0,259.77,3910.54,0.0267
1,fraud,1,1,0,0,0,0,273.34,97553.88,0.6876
0,legit,0,0,0,1,0,0,17243.78,106970.31,0.6697
1,fraud,1,1,0,1,1,3,22.55,169567.12,0.9625
0,legit,0,0,0,0,0,0,14962.85,47241.47,0.6909
1,fraud,1,0,1,0,1,1,937.44,157726.94,0.9095
0,legit,0,0,0,0,0,0,22632.02,114195.08,0.6431
1,fraud,1,0,1,0,1,0,1141.93,53098.28,0.8399
0,legit,0,0,0,0,0,0,21798.07,13922.61,0.1789
1,fraud,1,1,1,1,0,2,42.69,121780.96,0.7164
0,legit,1,0,0,0,0,0,42833.27,34512.27,0.2627
1,fraud,1,1,1,1,0,0,1596.26,180343.33,0.9631
0,legit,1,0,0,0,1,0,802.59,93332.0,0.6982
1,fraud,1,1,1,0,0,1,21.25,19793.38,0.2216
0,legit,1,0,0,0,0,0,39142.53,6641.63,0.0393
1,fraud,0,1,0,1,1,0,4439.08,15018.8,0.2889
0,legit,0,0,0,1,0,0,1207.53,2694.74,0.0147
1,fraud,1,1,1,0,1,0,1006.99,74962.98,0.6628
0,legit,0,0,0,0,0,0,294.75,89368.3,0.5112
1,fraud,1,1,1,0,0,0,35.9,71225.81,0.7518
0,legit,0,1,0,0,0,0,10801.5,20697.97,0.2001
1,fraud,1,0,0,1,1,2,20.89,27557.45,0.5681
0,legit,0,0,0,0,0,0,16453.59,3352.38,0.0726
1,fraud,1,0,1,1,1,2,8.55,104716.28,0.7867
0,legit,0,1,0,1,0,1,1417.34,14074.61,0.0838
1,fraud,1,1,0,1,0,1,13.65,118182.13,0.5949
0,legit,0,0,0,0,1,0,914.82,5916.12,0.0415
1,fraud,1,0,1,1,1,2,731.43,9853.51,0.4302
0,legit,0,0,0,0,1,1,40404.87,21132.37,0.1479
1,fraud,1,1,1,0,1,0,41.15,38412.16,0.4381
0,legit,0,0,0,0,0,0,1364.79,7066.8,0.1122
1,fraud,1,1,0,0,1,1,0.46,20805.05,0.6983
0,legit,0,1,0,0,1,0,690.53,14091.73,0.491
1,fraud,1,0,0,0,0,0,512.69,76198.98,0.4326
0,legit,0,0,0,0,1,0,17530.7,80323.58,0.5639
1,fraud,1,1,0,0,0,0,252.42,42622.9,0.2751
0,legit,1,0,0,0,0,0,29996.37,20262.99,0.1458
1,fraud,1,1,1,1,0,0,54.72,153007.88,0.872
0,legit,0,0,0,0,0,0,39739.46,2901.92,0.0186
1,fraud,1,0,0,1,0,0,5236.83,148272.93,0.8766
0,legit,0,0,0,0,0,0,27123.91,65696.6,0.6452
1,fraud,1,0,1,1,1,1,12.14,76377.57,0.6544
0,legit,0,0,0,0,1,0,640.97,34299.72,0.615
1,fraud,1,1,0,0,0,0,165.45,66623.74,0.8266
0,legit,1,0,0,1,0,0,36377.49,293.96,0.0095
